"ID","EntityType","Amount of Goods","Amount of Containers","Status","Amount of Handling Units","Weight","Departure Date",":LABEL","id:ID"
"hu3279","Handling Unit","","","","","","","ENTITY","41866"
"hu3280","Handling Unit","","","","","","","ENTITY","41867"
"hu3286","Handling Unit","","","","","","","ENTITY","41868"
"hu3287","Handling Unit","","","","","","","ENTITY","41869"
"hu3283","Handling Unit","","","","","","","ENTITY","41870"
"hu3289","Handling Unit","","","","","","","ENTITY","41871"
"hu3284","Handling Unit","","","","","","","ENTITY","41872"
"hu3288","Handling Unit","","","","","","","ENTITY","41873"
"hu3290","Handling Unit","","","","","","","ENTITY","41874"
"hu3294","Handling Unit","","","","","","","ENTITY","41875"
"hu3291","Handling Unit","","","","","","","ENTITY","41876"
"hu3295","Handling Unit","","","","","","","ENTITY","41877"
"hu3293","Handling Unit","","","","","","","ENTITY","41878"
"hu3297","Handling Unit","","","","","","","ENTITY","41879"
"hu3285","Handling Unit","","","","","","","ENTITY","41880"
"hu3296","Handling Unit","","","","","","","ENTITY","41881"
"hu3292","Handling Unit","","","","","","","ENTITY","41882"
"hu3303","Handling Unit","","","","","","","ENTITY","41883"
"hu3299","Handling Unit","","","","","","","ENTITY","41884"
"hu3298","Handling Unit","","","","","","","ENTITY","41885"
"hu3302","Handling Unit","","","","","","","ENTITY","41886"
"hu3300","Handling Unit","","","","","","","ENTITY","41887"
"hu3301","Handling Unit","","","","","","","ENTITY","41888"
"hu3305","Handling Unit","","","","","","","ENTITY","41889"
"hu3313","Handling Unit","","","","","","","ENTITY","41890"
"hu3318","Handling Unit","","","","","","","ENTITY","41891"
"hu3310","Handling Unit","","","","","","","ENTITY","41892"
"hu3304","Handling Unit","","","","","","","ENTITY","41893"
"hu3320","Handling Unit","","","","","","","ENTITY","41894"
"hu3309","Handling Unit","","","","","","","ENTITY","41895"
"hu3319","Handling Unit","","","","","","","ENTITY","41896"
"hu3314","Handling Unit","","","","","","","ENTITY","41897"
"hu3306","Handling Unit","","","","","","","ENTITY","41898"
"hu3316","Handling Unit","","","","","","","ENTITY","41899"
"hu3321","Handling Unit","","","","","","","ENTITY","41900"
"hu3307","Handling Unit","","","","","","","ENTITY","41901"
"hu3322","Handling Unit","","","","","","","ENTITY","41902"
"hu3315","Handling Unit","","","","","","","ENTITY","41903"
"hu3308","Handling Unit","","","","","","","ENTITY","41904"
"hu3312","Handling Unit","","","","","","","ENTITY","41905"
"hu3325","Handling Unit","","","","","","","ENTITY","41906"
"hu3311","Handling Unit","","","","","","","ENTITY","41907"
"hu3317","Handling Unit","","","","","","","ENTITY","41908"
"hu3326","Handling Unit","","","","","","","ENTITY","41909"
"hu3323","Handling Unit","","","","","","","ENTITY","41910"
"hu3327","Handling Unit","","","","","","","ENTITY","41911"
"hu3324","Handling Unit","","","","","","","ENTITY","41912"
"hu3328","Handling Unit","","","","","","","ENTITY","41913"
"hu3333","Handling Unit","","","","","","","ENTITY","41914"
"hu3334","Handling Unit","","","","","","","ENTITY","41915"
"hu3329","Handling Unit","","","","","","","ENTITY","41916"
"hu3345","Handling Unit","","","","","","","ENTITY","41917"
"hu3343","Handling Unit","","","","","","","ENTITY","41918"
"hu3341","Handling Unit","","","","","","","ENTITY","41919"
"hu3332","Handling Unit","","","","","","","ENTITY","41920"
"hu3338","Handling Unit","","","","","","","ENTITY","41921"
"hu3335","Handling Unit","","","","","","","ENTITY","41922"
"hu3342","Handling Unit","","","","","","","ENTITY","41923"
"hu3349","Handling Unit","","","","","","","ENTITY","41924"
"hu3354","Handling Unit","","","","","","","ENTITY","41925"
"hu3350","Handling Unit","","","","","","","ENTITY","41926"
"hu3358","Handling Unit","","","","","","","ENTITY","41927"
"hu3339","Handling Unit","","","","","","","ENTITY","41928"
"hu3355","Handling Unit","","","","","","","ENTITY","41929"
"hu3357","Handling Unit","","","","","","","ENTITY","41930"
"hu3348","Handling Unit","","","","","","","ENTITY","41931"
"hu3359","Handling Unit","","","","","","","ENTITY","41932"
"hu3362","Handling Unit","","","","","","","ENTITY","41933"
"hu3352","Handling Unit","","","","","","","ENTITY","41934"
"hu3336","Handling Unit","","","","","","","ENTITY","41935"
"hu3360","Handling Unit","","","","","","","ENTITY","41936"
"hu3356","Handling Unit","","","","","","","ENTITY","41937"
"hu3351","Handling Unit","","","","","","","ENTITY","41938"
"hu3346","Handling Unit","","","","","","","ENTITY","41939"
"hu3361","Handling Unit","","","","","","","ENTITY","41940"
"hu3344","Handling Unit","","","","","","","ENTITY","41941"
"hu3347","Handling Unit","","","","","","","ENTITY","41942"
"hu3330","Handling Unit","","","","","","","ENTITY","41943"
"hu3340","Handling Unit","","","","","","","ENTITY","41944"
"hu3337","Handling Unit","","","","","","","ENTITY","41945"
"hu3331","Handling Unit","","","","","","","ENTITY","41946"
"hu3353","Handling Unit","","","","","","","ENTITY","41947"
"hu3366","Handling Unit","","","","","","","ENTITY","41948"
"hu3369","Handling Unit","","","","","","","ENTITY","41949"
"hu3363","Handling Unit","","","","","","","ENTITY","41950"
"hu3373","Handling Unit","","","","","","","ENTITY","41951"
"hu3377","Handling Unit","","","","","","","ENTITY","41952"
"hu3378","Handling Unit","","","","","","","ENTITY","41953"
"hu3372","Handling Unit","","","","","","","ENTITY","41954"
"hu3365","Handling Unit","","","","","","","ENTITY","41955"
"hu3374","Handling Unit","","","","","","","ENTITY","41956"
"hu3370","Handling Unit","","","","","","","ENTITY","41957"
"hu3367","Handling Unit","","","","","","","ENTITY","41958"
"hu3371","Handling Unit","","","","","","","ENTITY","41959"
"hu3376","Handling Unit","","","","","","","ENTITY","41960"
"hu3364","Handling Unit","","","","","","","ENTITY","41961"
"hu3368","Handling Unit","","","","","","","ENTITY","41962"
"hu3375","Handling Unit","","","","","","","ENTITY","41963"
"hu3379","Handling Unit","","","","","","","ENTITY","41964"
"hu3380","Handling Unit","","","","","","","ENTITY","41965"
"hu3384","Handling Unit","","","","","","","ENTITY","41966"
"hu3386","Handling Unit","","","","","","","ENTITY","41967"
"hu3381","Handling Unit","","","","","","","ENTITY","41968"
"hu3382","Handling Unit","","","","","","","ENTITY","41969"
"hu3391","Handling Unit","","","","","","","ENTITY","41970"
"hu3390","Handling Unit","","","","","","","ENTITY","41971"
"hu3383","Handling Unit","","","","","","","ENTITY","41972"
"hu3392","Handling Unit","","","","","","","ENTITY","41973"
"hu3385","Handling Unit","","","","","","","ENTITY","41974"
"hu3388","Handling Unit","","","","","","","ENTITY","41975"
"hu3389","Handling Unit","","","","","","","ENTITY","41976"
"hu3387","Handling Unit","","","","","","","ENTITY","41977"
"hu3394","Handling Unit","","","","","","","ENTITY","41978"
"hu3402","Handling Unit","","","","","","","ENTITY","41979"
"hu3397","Handling Unit","","","","","","","ENTITY","41980"
"hu3399","Handling Unit","","","","","","","ENTITY","41981"
"hu3405","Handling Unit","","","","","","","ENTITY","41982"
"hu3406","Handling Unit","","","","","","","ENTITY","41983"
"hu3403","Handling Unit","","","","","","","ENTITY","41984"
"hu3408","Handling Unit","","","","","","","ENTITY","41985"
"hu3407","Handling Unit","","","","","","","ENTITY","41986"
"hu3404","Handling Unit","","","","","","","ENTITY","41987"
"hu3410","Handling Unit","","","","","","","ENTITY","41988"
"hu3415","Handling Unit","","","","","","","ENTITY","41989"
"hu3417","Handling Unit","","","","","","","ENTITY","41990"
"hu3400","Handling Unit","","","","","","","ENTITY","41991"
"hu3393","Handling Unit","","","","","","","ENTITY","41992"
"hu3413","Handling Unit","","","","","","","ENTITY","41993"
"hu3398","Handling Unit","","","","","","","ENTITY","41994"
"hu3396","Handling Unit","","","","","","","ENTITY","41995"
"hu3411","Handling Unit","","","","","","","ENTITY","41996"
"hu3422","Handling Unit","","","","","","","ENTITY","41997"
"hu3414","Handling Unit","","","","","","","ENTITY","41998"
"hu3401","Handling Unit","","","","","","","ENTITY","41999"
"hu3395","Handling Unit","","","","","","","ENTITY","42000"
"hu3430","Handling Unit","","","","","","","ENTITY","42001"
"hu3423","Handling Unit","","","","","","","ENTITY","42002"
"hu3418","Handling Unit","","","","","","","ENTITY","42003"
"hu3409","Handling Unit","","","","","","","ENTITY","42004"
"hu3428","Handling Unit","","","","","","","ENTITY","42005"
"hu3432","Handling Unit","","","","","","","ENTITY","42006"
"hu3431","Handling Unit","","","","","","","ENTITY","42007"
"hu3416","Handling Unit","","","","","","","ENTITY","42008"
"hu3425","Handling Unit","","","","","","","ENTITY","42009"
"hu3435","Handling Unit","","","","","","","ENTITY","42010"
"hu3429","Handling Unit","","","","","","","ENTITY","42011"
"hu3434","Handling Unit","","","","","","","ENTITY","42012"
"hu3426","Handling Unit","","","","","","","ENTITY","42013"
"hu3436","Handling Unit","","","","","","","ENTITY","42014"
"hu3427","Handling Unit","","","","","","","ENTITY","42015"
"hu3420","Handling Unit","","","","","","","ENTITY","42016"
"hu3433","Handling Unit","","","","","","","ENTITY","42017"
"hu3419","Handling Unit","","","","","","","ENTITY","42018"
"hu3438","Handling Unit","","","","","","","ENTITY","42019"
"hu3437","Handling Unit","","","","","","","ENTITY","42020"
"hu3439","Handling Unit","","","","","","","ENTITY","42021"
"hu3445","Handling Unit","","","","","","","ENTITY","42022"
"hu3447","Handling Unit","","","","","","","ENTITY","42023"
"hu3412","Handling Unit","","","","","","","ENTITY","42024"
"hu3441","Handling Unit","","","","","","","ENTITY","42025"
"hu3444","Handling Unit","","","","","","","ENTITY","42026"
"hu3448","Handling Unit","","","","","","","ENTITY","42027"
"hu3421","Handling Unit","","","","","","","ENTITY","42028"
"hu3455","Handling Unit","","","","","","","ENTITY","42029"
"hu3457","Handling Unit","","","","","","","ENTITY","42030"
"hu3449","Handling Unit","","","","","","","ENTITY","42031"
"hu3450","Handling Unit","","","","","","","ENTITY","42032"
"hu3446","Handling Unit","","","","","","","ENTITY","42033"
"hu3442","Handling Unit","","","","","","","ENTITY","42034"
"hu3452","Handling Unit","","","","","","","ENTITY","42035"
"hu3456","Handling Unit","","","","","","","ENTITY","42036"
"hu3440","Handling Unit","","","","","","","ENTITY","42037"
"hu3458","Handling Unit","","","","","","","ENTITY","42038"
"hu3460","Handling Unit","","","","","","","ENTITY","42039"
"hu3453","Handling Unit","","","","","","","ENTITY","42040"
"hu3465","Handling Unit","","","","","","","ENTITY","42041"
"hu3454","Handling Unit","","","","","","","ENTITY","42042"
"hu3451","Handling Unit","","","","","","","ENTITY","42043"
"hu3459","Handling Unit","","","","","","","ENTITY","42044"
"hu3463","Handling Unit","","","","","","","ENTITY","42045"
"hu3462","Handling Unit","","","","","","","ENTITY","42046"
"hu3467","Handling Unit","","","","","","","ENTITY","42047"
"hu3466","Handling Unit","","","","","","","ENTITY","42048"
"hu3469","Handling Unit","","","","","","","ENTITY","42049"
"hu3461","Handling Unit","","","","","","","ENTITY","42050"
"hu3424","Handling Unit","","","","","","","ENTITY","42051"
"hu3464","Handling Unit","","","","","","","ENTITY","42052"
"hu3468","Handling Unit","","","","","","","ENTITY","42053"
"hu3443","Handling Unit","","","","","","","ENTITY","42054"
"hu3472","Handling Unit","","","","","","","ENTITY","42055"
"hu3473","Handling Unit","","","","","","","ENTITY","42056"
"hu3470","Handling Unit","","","","","","","ENTITY","42057"
"hu3471","Handling Unit","","","","","","","ENTITY","42058"
"hu3474","Handling Unit","","","","","","","ENTITY","42059"
"hu3475","Handling Unit","","","","","","","ENTITY","42060"
"hu3477","Handling Unit","","","","","","","ENTITY","42061"
"hu3480","Handling Unit","","","","","","","ENTITY","42062"
"hu3479","Handling Unit","","","","","","","ENTITY","42063"
"hu3483","Handling Unit","","","","","","","ENTITY","42064"
"hu3485","Handling Unit","","","","","","","ENTITY","42065"
"hu3486","Handling Unit","","","","","","","ENTITY","42066"
"hu3487","Handling Unit","","","","","","","ENTITY","42067"
"hu3484","Handling Unit","","","","","","","ENTITY","42068"
"hu3482","Handling Unit","","","","","","","ENTITY","42069"
"hu3478","Handling Unit","","","","","","","ENTITY","42070"
"hu3476","Handling Unit","","","","","","","ENTITY","42071"
"hu3481","Handling Unit","","","","","","","ENTITY","42072"
"hu3490","Handling Unit","","","","","","","ENTITY","42073"
"hu3493","Handling Unit","","","","","","","ENTITY","42074"
"hu3489","Handling Unit","","","","","","","ENTITY","42075"
"hu3492","Handling Unit","","","","","","","ENTITY","42076"
"hu3488","Handling Unit","","","","","","","ENTITY","42077"
"hu3491","Handling Unit","","","","","","","ENTITY","42078"
"hu3498","Handling Unit","","","","","","","ENTITY","42079"
"hu3497","Handling Unit","","","","","","","ENTITY","42080"
"hu3496","Handling Unit","","","","","","","ENTITY","42081"
"hu3495","Handling Unit","","","","","","","ENTITY","42082"
"hu3494","Handling Unit","","","","","","","ENTITY","42083"
"hu3499","Handling Unit","","","","","","","ENTITY","42084"
"hu3504","Handling Unit","","","","","","","ENTITY","42085"
"hu3500","Handling Unit","","","","","","","ENTITY","42086"
"hu3501","Handling Unit","","","","","","","ENTITY","42087"
"hu3503","Handling Unit","","","","","","","ENTITY","42088"
"hu3505","Handling Unit","","","","","","","ENTITY","42089"
"hu3502","Handling Unit","","","","","","","ENTITY","42090"
"hu3509","Handling Unit","","","","","","","ENTITY","42091"
"hu3515","Handling Unit","","","","","","","ENTITY","42092"
"hu3507","Handling Unit","","","","","","","ENTITY","42093"
"hu3512","Handling Unit","","","","","","","ENTITY","42094"
"hu3511","Handling Unit","","","","","","","ENTITY","42095"
"hu3510","Handling Unit","","","","","","","ENTITY","42096"
"hu3514","Handling Unit","","","","","","","ENTITY","42097"
"hu3508","Handling Unit","","","","","","","ENTITY","42098"
"hu3513","Handling Unit","","","","","","","ENTITY","42099"
"hu3506","Handling Unit","","","","","","","ENTITY","42100"
"hu3518","Handling Unit","","","","","","","ENTITY","42101"
"hu3527","Handling Unit","","","","","","","ENTITY","42102"
"hu3531","Handling Unit","","","","","","","ENTITY","42103"
"hu3517","Handling Unit","","","","","","","ENTITY","42104"
"hu3534","Handling Unit","","","","","","","ENTITY","42105"
"hu3539","Handling Unit","","","","","","","ENTITY","42106"
"hu3537","Handling Unit","","","","","","","ENTITY","42107"
"hu3521","Handling Unit","","","","","","","ENTITY","42108"
"hu3526","Handling Unit","","","","","","","ENTITY","42109"
"hu3523","Handling Unit","","","","","","","ENTITY","42110"
"hu3538","Handling Unit","","","","","","","ENTITY","42111"
"hu3525","Handling Unit","","","","","","","ENTITY","42112"
"hu3528","Handling Unit","","","","","","","ENTITY","42113"
"hu3522","Handling Unit","","","","","","","ENTITY","42114"
"hu3530","Handling Unit","","","","","","","ENTITY","42115"
"hu3536","Handling Unit","","","","","","","ENTITY","42116"
"hu3544","Handling Unit","","","","","","","ENTITY","42117"
"hu3520","Handling Unit","","","","","","","ENTITY","42118"
"hu3532","Handling Unit","","","","","","","ENTITY","42119"
"hu3545","Handling Unit","","","","","","","ENTITY","42120"
"hu3547","Handling Unit","","","","","","","ENTITY","42121"
"hu3541","Handling Unit","","","","","","","ENTITY","42122"
"hu3535","Handling Unit","","","","","","","ENTITY","42123"
"hu3540","Handling Unit","","","","","","","ENTITY","42124"
"hu3542","Handling Unit","","","","","","","ENTITY","42125"
"hu3543","Handling Unit","","","","","","","ENTITY","42126"
"hu3524","Handling Unit","","","","","","","ENTITY","42127"
"hu3519","Handling Unit","","","","","","","ENTITY","42128"
"hu3546","Handling Unit","","","","","","","ENTITY","42129"
"hu3533","Handling Unit","","","","","","","ENTITY","42130"
"hu3516","Handling Unit","","","","","","","ENTITY","42131"
"hu3529","Handling Unit","","","","","","","ENTITY","42132"
"hu3552","Handling Unit","","","","","","","ENTITY","42133"
"hu3553","Handling Unit","","","","","","","ENTITY","42134"
"hu3549","Handling Unit","","","","","","","ENTITY","42135"
"hu3550","Handling Unit","","","","","","","ENTITY","42136"
"hu3548","Handling Unit","","","","","","","ENTITY","42137"
"hu3551","Handling Unit","","","","","","","ENTITY","42138"
"hu3555","Handling Unit","","","","","","","ENTITY","42139"
"hu3579","Handling Unit","","","","","","","ENTITY","42140"
"hu3573","Handling Unit","","","","","","","ENTITY","42141"
"hu3578","Handling Unit","","","","","","","ENTITY","42142"
"hu3580","Handling Unit","","","","","","","ENTITY","42143"
"hu3554","Handling Unit","","","","","","","ENTITY","42144"
"hu3581","Handling Unit","","","","","","","ENTITY","42145"
"hu3571","Handling Unit","","","","","","","ENTITY","42146"
"hu3566","Handling Unit","","","","","","","ENTITY","42147"
"hu3575","Handling Unit","","","","","","","ENTITY","42148"
"hu3586","Handling Unit","","","","","","","ENTITY","42149"
"hu3570","Handling Unit","","","","","","","ENTITY","42150"
"hu3561","Handling Unit","","","","","","","ENTITY","42151"
"hu3572","Handling Unit","","","","","","","ENTITY","42152"
"hu3558","Handling Unit","","","","","","","ENTITY","42153"
"hu3564","Handling Unit","","","","","","","ENTITY","42154"
"hu3567","Handling Unit","","","","","","","ENTITY","42155"
"hu3576","Handling Unit","","","","","","","ENTITY","42156"
"hu3568","Handling Unit","","","","","","","ENTITY","42157"
"hu3556","Handling Unit","","","","","","","ENTITY","42158"
"hu3574","Handling Unit","","","","","","","ENTITY","42159"
"hu3560","Handling Unit","","","","","","","ENTITY","42160"
"hu3583","Handling Unit","","","","","","","ENTITY","42161"
"hu3562","Handling Unit","","","","","","","ENTITY","42162"
"hu3569","Handling Unit","","","","","","","ENTITY","42163"
"hu3565","Handling Unit","","","","","","","ENTITY","42164"
"hu3563","Handling Unit","","","","","","","ENTITY","42165"
"hu3585","Handling Unit","","","","","","","ENTITY","42166"
"hu3582","Handling Unit","","","","","","","ENTITY","42167"
"hu3559","Handling Unit","","","","","","","ENTITY","42168"
"hu3577","Handling Unit","","","","","","","ENTITY","42169"
"hu3557","Handling Unit","","","","","","","ENTITY","42170"
"hu3584","Handling Unit","","","","","","","ENTITY","42171"
"hu3587","Handling Unit","","","","","","","ENTITY","42172"
"hu3593","Handling Unit","","","","","","","ENTITY","42173"
"hu3588","Handling Unit","","","","","","","ENTITY","42174"
"hu3590","Handling Unit","","","","","","","ENTITY","42175"
"hu3599","Handling Unit","","","","","","","ENTITY","42176"
"hu3595","Handling Unit","","","","","","","ENTITY","42177"
"hu3598","Handling Unit","","","","","","","ENTITY","42178"
"hu3591","Handling Unit","","","","","","","ENTITY","42179"
"hu3602","Handling Unit","","","","","","","ENTITY","42180"
"hu3589","Handling Unit","","","","","","","ENTITY","42181"
"hu3605","Handling Unit","","","","","","","ENTITY","42182"
"hu3603","Handling Unit","","","","","","","ENTITY","42183"
"hu3615","Handling Unit","","","","","","","ENTITY","42184"
"hu3616","Handling Unit","","","","","","","ENTITY","42185"
"hu3607","Handling Unit","","","","","","","ENTITY","42186"
"hu3610","Handling Unit","","","","","","","ENTITY","42187"
"hu3611","Handling Unit","","","","","","","ENTITY","42188"
"hu3606","Handling Unit","","","","","","","ENTITY","42189"
"hu3619","Handling Unit","","","","","","","ENTITY","42190"
"hu3621","Handling Unit","","","","","","","ENTITY","42191"
"hu3597","Handling Unit","","","","","","","ENTITY","42192"
"hu3596","Handling Unit","","","","","","","ENTITY","42193"
"hu3604","Handling Unit","","","","","","","ENTITY","42194"
"hu3622","Handling Unit","","","","","","","ENTITY","42195"
"hu3613","Handling Unit","","","","","","","ENTITY","42196"
"hu3601","Handling Unit","","","","","","","ENTITY","42197"
"hu3609","Handling Unit","","","","","","","ENTITY","42198"
"hu3617","Handling Unit","","","","","","","ENTITY","42199"
"hu3608","Handling Unit","","","","","","","ENTITY","42200"
"hu3612","Handling Unit","","","","","","","ENTITY","42201"
"hu3618","Handling Unit","","","","","","","ENTITY","42202"
"hu3620","Handling Unit","","","","","","","ENTITY","42203"
"hu3592","Handling Unit","","","","","","","ENTITY","42204"
"hu3594","Handling Unit","","","","","","","ENTITY","42205"
"hu3600","Handling Unit","","","","","","","ENTITY","42206"
"hu3614","Handling Unit","","","","","","","ENTITY","42207"
"hu3632","Handling Unit","","","","","","","ENTITY","42208"
"hu3631","Handling Unit","","","","","","","ENTITY","42209"
"hu3627","Handling Unit","","","","","","","ENTITY","42210"
"hu3638","Handling Unit","","","","","","","ENTITY","42211"
"hu3625","Handling Unit","","","","","","","ENTITY","42212"
"hu3645","Handling Unit","","","","","","","ENTITY","42213"
"hu3628","Handling Unit","","","","","","","ENTITY","42214"
"hu3636","Handling Unit","","","","","","","ENTITY","42215"
"hu3630","Handling Unit","","","","","","","ENTITY","42216"
"hu3639","Handling Unit","","","","","","","ENTITY","42217"
"hu3641","Handling Unit","","","","","","","ENTITY","42218"
"hu3626","Handling Unit","","","","","","","ENTITY","42219"
"hu3643","Handling Unit","","","","","","","ENTITY","42220"
"hu3640","Handling Unit","","","","","","","ENTITY","42221"
"hu3642","Handling Unit","","","","","","","ENTITY","42222"
"hu3635","Handling Unit","","","","","","","ENTITY","42223"
"hu3634","Handling Unit","","","","","","","ENTITY","42224"
"hu3624","Handling Unit","","","","","","","ENTITY","42225"
"hu3637","Handling Unit","","","","","","","ENTITY","42226"
"hu3633","Handling Unit","","","","","","","ENTITY","42227"
"hu3623","Handling Unit","","","","","","","ENTITY","42228"
"hu3644","Handling Unit","","","","","","","ENTITY","42229"
"hu3629","Handling Unit","","","","","","","ENTITY","42230"
"hu3646","Handling Unit","","","","","","","ENTITY","42231"
"hu3649","Handling Unit","","","","","","","ENTITY","42232"
"hu3647","Handling Unit","","","","","","","ENTITY","42233"
"hu3648","Handling Unit","","","","","","","ENTITY","42234"
"hu3655","Handling Unit","","","","","","","ENTITY","42235"
"hu3654","Handling Unit","","","","","","","ENTITY","42236"
"hu3653","Handling Unit","","","","","","","ENTITY","42237"
"hu3650","Handling Unit","","","","","","","ENTITY","42238"
"hu3652","Handling Unit","","","","","","","ENTITY","42239"
"hu3651","Handling Unit","","","","","","","ENTITY","42240"
"hu3656","Handling Unit","","","","","","","ENTITY","42241"
"hu3670","Handling Unit","","","","","","","ENTITY","42242"
"hu3671","Handling Unit","","","","","","","ENTITY","42243"
"hu3659","Handling Unit","","","","","","","ENTITY","42244"
"hu3680","Handling Unit","","","","","","","ENTITY","42245"
"hu3660","Handling Unit","","","","","","","ENTITY","42246"
"hu3675","Handling Unit","","","","","","","ENTITY","42247"
"hu3678","Handling Unit","","","","","","","ENTITY","42248"
"hu3686","Handling Unit","","","","","","","ENTITY","42249"
"hu3657","Handling Unit","","","","","","","ENTITY","42250"
"hu3669","Handling Unit","","","","","","","ENTITY","42251"
"hu3685","Handling Unit","","","","","","","ENTITY","42252"
"hu3677","Handling Unit","","","","","","","ENTITY","42253"
"hu3673","Handling Unit","","","","","","","ENTITY","42254"
"hu3683","Handling Unit","","","","","","","ENTITY","42255"
"hu3667","Handling Unit","","","","","","","ENTITY","42256"
"hu3691","Handling Unit","","","","","","","ENTITY","42257"
"hu3658","Handling Unit","","","","","","","ENTITY","42258"
"hu3684","Handling Unit","","","","","","","ENTITY","42259"
"hu3664","Handling Unit","","","","","","","ENTITY","42260"
"hu3687","Handling Unit","","","","","","","ENTITY","42261"
"hu3690","Handling Unit","","","","","","","ENTITY","42262"
"hu3672","Handling Unit","","","","","","","ENTITY","42263"
"hu3661","Handling Unit","","","","","","","ENTITY","42264"
"hu3679","Handling Unit","","","","","","","ENTITY","42265"
"hu3688","Handling Unit","","","","","","","ENTITY","42266"
"hu3666","Handling Unit","","","","","","","ENTITY","42267"
"hu3668","Handling Unit","","","","","","","ENTITY","42268"
"hu3689","Handling Unit","","","","","","","ENTITY","42269"
"hu3676","Handling Unit","","","","","","","ENTITY","42270"
"hu3665","Handling Unit","","","","","","","ENTITY","42271"
"hu3681","Handling Unit","","","","","","","ENTITY","42272"
"hu3674","Handling Unit","","","","","","","ENTITY","42273"
"hu3663","Handling Unit","","","","","","","ENTITY","42274"
"hu3694","Handling Unit","","","","","","","ENTITY","42275"
"hu3682","Handling Unit","","","","","","","ENTITY","42276"
"hu3662","Handling Unit","","","","","","","ENTITY","42277"
"hu3693","Handling Unit","","","","","","","ENTITY","42278"
"hu3692","Handling Unit","","","","","","","ENTITY","42279"
"hu3699","Handling Unit","","","","","","","ENTITY","42280"
"hu3697","Handling Unit","","","","","","","ENTITY","42281"
"hu3696","Handling Unit","","","","","","","ENTITY","42282"
"hu3700","Handling Unit","","","","","","","ENTITY","42283"
"hu3698","Handling Unit","","","","","","","ENTITY","42284"
"hu3695","Handling Unit","","","","","","","ENTITY","42285"
"hu3703","Handling Unit","","","","","","","ENTITY","42286"
"hu3704","Handling Unit","","","","","","","ENTITY","42287"
"hu3705","Handling Unit","","","","","","","ENTITY","42288"
"hu3706","Handling Unit","","","","","","","ENTITY","42289"
"hu3702","Handling Unit","","","","","","","ENTITY","42290"
"hu3709","Handling Unit","","","","","","","ENTITY","42291"
"hu3701","Handling Unit","","","","","","","ENTITY","42292"
"hu3711","Handling Unit","","","","","","","ENTITY","42293"
"hu3712","Handling Unit","","","","","","","ENTITY","42294"
"hu3707","Handling Unit","","","","","","","ENTITY","42295"
"hu3718","Handling Unit","","","","","","","ENTITY","42296"
"hu3715","Handling Unit","","","","","","","ENTITY","42297"
"hu3716","Handling Unit","","","","","","","ENTITY","42298"
"hu3714","Handling Unit","","","","","","","ENTITY","42299"
"hu3710","Handling Unit","","","","","","","ENTITY","42300"
"hu3717","Handling Unit","","","","","","","ENTITY","42301"
"hu3708","Handling Unit","","","","","","","ENTITY","42302"
"hu3713","Handling Unit","","","","","","","ENTITY","42303"
"hu3723","Handling Unit","","","","","","","ENTITY","42304"
"hu3719","Handling Unit","","","","","","","ENTITY","42305"
"hu3722","Handling Unit","","","","","","","ENTITY","42306"
"hu3720","Handling Unit","","","","","","","ENTITY","42307"
"hu3721","Handling Unit","","","","","","","ENTITY","42308"
"hu3728","Handling Unit","","","","","","","ENTITY","42309"
"hu3757","Handling Unit","","","","","","","ENTITY","42310"
"hu3735","Handling Unit","","","","","","","ENTITY","42311"
"hu3731","Handling Unit","","","","","","","ENTITY","42312"
"hu3732","Handling Unit","","","","","","","ENTITY","42313"
"hu3743","Handling Unit","","","","","","","ENTITY","42314"
"hu3747","Handling Unit","","","","","","","ENTITY","42315"
"hu3736","Handling Unit","","","","","","","ENTITY","42316"
"hu3742","Handling Unit","","","","","","","ENTITY","42317"
"hu3751","Handling Unit","","","","","","","ENTITY","42318"
"hu3725","Handling Unit","","","","","","","ENTITY","42319"
"hu3734","Handling Unit","","","","","","","ENTITY","42320"
"hu3756","Handling Unit","","","","","","","ENTITY","42321"
"hu3724","Handling Unit","","","","","","","ENTITY","42322"
"hu3750","Handling Unit","","","","","","","ENTITY","42323"
"hu3748","Handling Unit","","","","","","","ENTITY","42324"
"hu3738","Handling Unit","","","","","","","ENTITY","42325"
"hu3753","Handling Unit","","","","","","","ENTITY","42326"
"hu3726","Handling Unit","","","","","","","ENTITY","42327"
"hu3745","Handling Unit","","","","","","","ENTITY","42328"
"hu3740","Handling Unit","","","","","","","ENTITY","42329"
"hu3727","Handling Unit","","","","","","","ENTITY","42330"
"hu3730","Handling Unit","","","","","","","ENTITY","42331"
"hu3754","Handling Unit","","","","","","","ENTITY","42332"
"hu3741","Handling Unit","","","","","","","ENTITY","42333"
"hu3729","Handling Unit","","","","","","","ENTITY","42334"
"hu3739","Handling Unit","","","","","","","ENTITY","42335"
"hu3733","Handling Unit","","","","","","","ENTITY","42336"
"hu3755","Handling Unit","","","","","","","ENTITY","42337"
"hu3759","Handling Unit","","","","","","","ENTITY","42338"
"hu3758","Handling Unit","","","","","","","ENTITY","42339"
"hu3752","Handling Unit","","","","","","","ENTITY","42340"
"hu3744","Handling Unit","","","","","","","ENTITY","42341"
"hu3749","Handling Unit","","","","","","","ENTITY","42342"
"hu3737","Handling Unit","","","","","","","ENTITY","42343"
"hu3760","Handling Unit","","","","","","","ENTITY","42344"
"hu3763","Handling Unit","","","","","","","ENTITY","42345"
