"EventID","timestamp","Activity",":LABEL","id:ID"
"collect_hu6725","2024-03-01 16:04:22+00:00","Collect Goods","EVENT","22454"
"load_truck_hu6717","2024-03-01 16:04:22+00:00","Load Truck","EVENT","22455"
"collect_hu6684","2024-03-01 16:08:43+00:00","Collect Goods","EVENT","22456"
"collect_hu6706","2024-03-01 16:19:56+00:00","Collect Goods","EVENT","22457"
"load_truck_hu6684","2024-03-01 16:19:56+00:00","Load Truck","EVENT","22458"
"collect_hu6727","2024-03-01 16:41:04+00:00","Collect Goods","EVENT","22459"
"load_truck_hu6706","2024-03-01 16:41:04+00:00","Load Truck","EVENT","22460"
"collect_hu6723","2024-03-01 16:50:19+00:00","Collect Goods","EVENT","22461"
"pick_cr1283","2024-03-01 16:58:18+00:00","Pick Up Empty Container","EVENT","22462"
"drive_term_cr1259","2024-03-01 16:58:18+00:00","Drive to Terminal","EVENT","22463"
"load_truck_hu6727","2024-03-01 17:00:27+00:00","Load Truck","EVENT","22464"
"load_truck_hu6725","2024-03-01 17:21:03+00:00","Load Truck","EVENT","22465"
"drive_term_cr1261","2024-03-01 17:55:59+00:00","Drive to Terminal","EVENT","22466"
"collect_hu6732","2024-03-01 17:57:46+00:00","Collect Goods","EVENT","22467"
"load_truck_hu6723","2024-03-01 17:57:46+00:00","Load Truck","EVENT","22468"
"weigh_cr1259","2024-03-01 18:13:34+00:00","Weigh","EVENT","22469"
"pick_cr1273","2024-03-01 22:32:28+00:00","Pick Up Empty Container","EVENT","22470"
"stock_cr1259","2024-03-04 06:23:53+00:00","Place in Stock","EVENT","22471"
"to_bay_cr1282","2024-03-04 06:29:20+00:00","Bring to Loading Bay","EVENT","22472"
"load_veh_cr1282","2024-03-04 06:45:48+00:00","Load to Vehicle","EVENT","22473"
"to_bay_cr1277","2024-03-04 06:46:50+00:00","Bring to Loading Bay","EVENT","22474"
"to_bay_cr1278","2024-03-04 06:49:33+00:00","Bring to Loading Bay","EVENT","22475"
"to_bay_cr1281","2024-03-04 06:52:45+00:00","Bring to Loading Bay","EVENT","22476"
"load_veh_cr1277","2024-03-04 06:54:30+00:00","Load to Vehicle","EVENT","22477"
"to_bay_cr1279","2024-03-04 06:59:53+00:00","Bring to Loading Bay","EVENT","22478"
"collect_hu6726","2024-03-04 07:08:03+00:00","Collect Goods","EVENT","22479"
"collect_hu6722","2024-03-04 07:18:15+00:00","Collect Goods","EVENT","22480"
"load_truck_hu6726","2024-03-04 07:18:15+00:00","Load Truck","EVENT","22481"
"collect_hu6730","2024-03-04 07:19:50+00:00","Collect Goods","EVENT","22482"
"load_truck_hu6722","2024-03-04 07:23:24+00:00","Load Truck","EVENT","22483"
"collect_hu6736","2024-03-04 07:25:19+00:00","Collect Goods","EVENT","22484"
"collect_hu6734","2024-03-04 07:31:36+00:00","Collect Goods","EVENT","22485"
"load_truck_hu6736","2024-03-04 07:31:36+00:00","Load Truck","EVENT","22486"
"load_truck_hu6730","2024-03-04 07:32:10+00:00","Load Truck","EVENT","22487"
"load_truck_hu6732","2024-03-04 07:34:58+00:00","Load Truck","EVENT","22488"
"collect_hu6724","2024-03-04 07:35:46+00:00","Collect Goods","EVENT","22489"
"load_truck_hu6734","2024-03-04 07:35:46+00:00","Load Truck","EVENT","22490"
"collect_hu6691","2024-03-04 07:41:29+00:00","Collect Goods","EVENT","22491"
"load_truck_hu6724","2024-03-04 07:41:29+00:00","Load Truck","EVENT","22492"
"collect_hu6704","2024-03-04 07:44:11+00:00","Collect Goods","EVENT","22493"
"load_truck_hu6691","2024-03-04 07:44:11+00:00","Load Truck","EVENT","22494"
"weigh_cr1261","2024-03-04 07:55:53+00:00","Weigh","EVENT","22495"
"load_veh_cr1281","2024-03-04 07:55:53+00:00","Load to Vehicle","EVENT","22496"
"collect_hu6738","2024-03-04 08:44:24+00:00","Collect Goods","EVENT","22497"
"load_truck_hu6704","2024-03-04 08:44:24+00:00","Load Truck","EVENT","22498"
"collect_hu6731","2024-03-04 08:45:37+00:00","Collect Goods","EVENT","22499"
"load_truck_hu6738","2024-03-04 08:45:37+00:00","Load Truck","EVENT","22500"
"collect_hu6729","2024-03-04 08:46:36+00:00","Collect Goods","EVENT","22501"
"load_truck_hu6731","2024-03-04 08:46:36+00:00","Load Truck","EVENT","22502"
"collect_hu6728","2024-03-04 08:48:03+00:00","Collect Goods","EVENT","22503"
"collect_hu6737","2024-03-04 08:48:37+00:00","Collect Goods","EVENT","22504"
"load_truck_hu6729","2024-03-04 08:51:07+00:00","Load Truck","EVENT","22505"
"load_truck_hu6728","2024-03-04 08:51:44+00:00","Load Truck","EVENT","22506"
"pick_cr1263","2024-03-04 08:52:44+00:00","Pick Up Empty Container","EVENT","22507"
"drive_term_cr1245","2024-03-04 08:52:44+00:00","Drive to Terminal","EVENT","22508"
"collect_hu6740","2024-03-04 08:53:10+00:00","Collect Goods","EVENT","22509"
"load_truck_hu6737","2024-03-04 08:53:10+00:00","Load Truck","EVENT","22510"
"collect_hu6708","2024-03-04 08:56:42+00:00","Collect Goods","EVENT","22511"
"weigh_cr1245","2024-03-04 08:57:43+00:00","Weigh","EVENT","22512"
"stock_cr1261","2024-03-04 08:57:43+00:00","Place in Stock","EVENT","22513"
"collect_hu6719","2024-03-04 08:59:35+00:00","Collect Goods","EVENT","22514"
"load_truck_hu6708","2024-03-04 08:59:35+00:00","Load Truck","EVENT","22515"
"load_veh_cr1278","2024-03-04 08:59:39+00:00","Load to Vehicle","EVENT","22516"
"pick_cr1262","2024-03-04 09:30:25+00:00","Pick Up Empty Container","EVENT","22517"
"drive_term_cr1272","2024-03-04 09:30:25+00:00","Drive to Terminal","EVENT","22518"
"weigh_cr1272","2024-03-04 09:33:03+00:00","Weigh","EVENT","22519"
"stock_cr1272","2024-03-04 09:33:42+00:00","Place in Stock","EVENT","22520"
"reg_co378","2024-03-04 09:38:40+00:00","Register Customer Order","EVENT","22521"
"stock_cr1245","2024-03-04 09:58:36+00:00","Place in Stock","EVENT","22522"
"load_veh_cr1279","2024-03-04 10:00:31+00:00","Load to Vehicle","EVENT","22523"
"collect_hu6742","2024-03-04 10:02:44+00:00","Collect Goods","EVENT","22524"
"load_truck_hu6719","2024-03-04 10:02:44+00:00","Load Truck","EVENT","22525"
"collect_hu6747","2024-03-04 10:03:40+00:00","Collect Goods","EVENT","22526"
"collect_hu6741","2024-03-04 10:06:15+00:00","Collect Goods","EVENT","22527"
"load_truck_hu6747","2024-03-04 10:06:15+00:00","Load Truck","EVENT","22528"
"load_truck_hu6742","2024-03-04 10:07:48+00:00","Load Truck","EVENT","22529"
"collect_hu6748","2024-03-04 10:08:16+00:00","Collect Goods","EVENT","22530"
"load_truck_hu6740","2024-03-04 10:10:12+00:00","Load Truck","EVENT","22531"
"collect_hu6746","2024-03-04 10:10:35+00:00","Collect Goods","EVENT","22532"
"load_truck_hu6748","2024-03-04 10:10:35+00:00","Load Truck","EVENT","22533"
"collect_hu6709","2024-03-04 10:12:00+00:00","Collect Goods","EVENT","22534"
"load_truck_hu6741","2024-03-04 10:14:06+00:00","Load Truck","EVENT","22535"
"collect_hu6735","2024-03-04 10:15:12+00:00","Collect Goods","EVENT","22536"
"load_truck_hu6709","2024-03-04 10:15:12+00:00","Load Truck","EVENT","22537"
"collect_hu6750","2024-03-04 10:15:56+00:00","Collect Goods","EVENT","22538"
"load_truck_hu6735","2024-03-04 10:15:56+00:00","Load Truck","EVENT","22539"
"load_truck_hu6746","2024-03-04 10:15:59+00:00","Load Truck","EVENT","22540"
"pick_cr1233","2024-03-04 10:16:26+00:00","Pick Up Empty Container","EVENT","22541"
"drive_term_cr1275","2024-03-04 10:16:26+00:00","Drive to Terminal","EVENT","22542"
"collect_hu6756","2024-03-04 10:17:35+00:00","Collect Goods","EVENT","22543"
"load_truck_hu6750","2024-03-04 10:17:35+00:00","Load Truck","EVENT","22544"
"collect_hu6749","2024-03-04 10:19:36+00:00","Collect Goods","EVENT","22545"
"weigh_cr1275","2024-03-04 10:20:09+00:00","Weigh","EVENT","22546"
"collect_hu6739","2024-03-04 10:20:51+00:00","Collect Goods","EVENT","22547"
"load_truck_hu6749","2024-03-04 10:20:51+00:00","Load Truck","EVENT","22548"
"collect_hu6753","2024-03-04 10:22:47+00:00","Collect Goods","EVENT","22549"
"load_truck_hu6739","2024-03-04 10:22:47+00:00","Load Truck","EVENT","22550"
"stock_cr1275","2024-03-04 10:23:14+00:00","Place in Stock","EVENT","22551"
"create_td373","2024-03-04 10:23:27+00:00","Create Transport Document","EVENT","22552"
"collect_hu6754","2024-03-04 10:23:36+00:00","Collect Goods","EVENT","22553"
"create_td374","2024-03-04 10:25:52+00:00","Create Transport Document","EVENT","22554"
"collect_hu6755","2024-03-04 10:27:51+00:00","Collect Goods","EVENT","22555"
"collect_hu6745","2024-03-04 10:28:58+00:00","Collect Goods","EVENT","22556"
"collect_hu6744","2024-03-04 10:32:37+00:00","Collect Goods","EVENT","22557"
"load_truck_hu6745","2024-03-04 10:32:37+00:00","Load Truck","EVENT","22558"
"collect_hu6743","2024-03-04 10:35:19+00:00","Collect Goods","EVENT","22559"
"load_truck_hu6744","2024-03-04 10:35:19+00:00","Load Truck","EVENT","22560"
"load_truck_hu6755","2024-03-04 10:38:48+00:00","Load Truck","EVENT","22561"
"collect_hu6752","2024-03-04 10:40:27+00:00","Collect Goods","EVENT","22562"
"load_truck_hu6743","2024-03-04 10:40:27+00:00","Load Truck","EVENT","22563"
"collect_hu6751","2024-03-04 10:41:54+00:00","Collect Goods","EVENT","22564"
"load_truck_hu6752","2024-03-04 10:44:01+00:00","Load Truck","EVENT","22565"
"load_truck_hu6754","2024-03-04 10:45:34+00:00","Load Truck","EVENT","22566"
"load_truck_hu6753","2024-03-04 10:46:30+00:00","Load Truck","EVENT","22567"
"book_vehs_td373","2024-03-04 10:46:54+00:00","Book Vehicles","EVENT","22568"
"load_truck_hu6756","2024-03-04 10:47:41+00:00","Load Truck","EVENT","22569"
"collect_hu6733","2024-03-04 10:49:19+00:00","Collect Goods","EVENT","22570"
"load_truck_hu6751","2024-03-04 10:49:19+00:00","Load Truck","EVENT","22571"
"load_truck_hu6733","2024-03-04 10:51:42+00:00","Load Truck","EVENT","22572"
"pick_cr1280","2024-03-04 10:52:54+00:00","Pick Up Empty Container","EVENT","22573"
"collect_hu6757","2024-03-04 10:52:54+00:00","Collect Goods","EVENT","22574"
"drive_term_cr1263","2024-03-04 10:52:54+00:00","Drive to Terminal","EVENT","22575"
"collect_hu6758","2024-03-04 10:55:25+00:00","Collect Goods","EVENT","22576"
"weigh_cr1263","2024-03-04 10:57:35+00:00","Weigh","EVENT","22577"
"pick_cr1235","2024-03-04 12:24:52+00:00","Pick Up Empty Container","EVENT","22578"
"drive_term_cr1284","2024-03-04 12:24:52+00:00","Drive to Terminal","EVENT","22579"
"weigh_cr1284","2024-03-04 12:27:48+00:00","Weigh","EVENT","22580"
"pick_cr1249","2024-03-04 12:28:36+00:00","Pick Up Empty Container","EVENT","22581"
"drive_term_cr1273","2024-03-04 12:28:36+00:00","Drive to Terminal","EVENT","22582"
"to_bay_cr1284","2024-03-04 12:31:16+00:00","Bring to Loading Bay","EVENT","22583"
"load_veh_cr1284","2024-03-04 12:32:21+00:00","Load to Vehicle","EVENT","22584"
"weigh_cr1273","2024-03-04 12:32:28+00:00","Weigh","EVENT","22585"
"stock_cr1273","2024-03-04 12:38:35+00:00","Place in Stock","EVENT","22586"
"book_vehs_td374","2024-03-04 12:52:15+00:00","Book Vehicles","EVENT","22587"
"drive_term_cr1233","2024-03-04 12:54:42+00:00","Drive to Terminal","EVENT","22588"
"weigh_cr1233","2024-03-04 12:56:10+00:00","Weigh","EVENT","22589"
"collect_hu6765","2024-03-04 12:56:32+00:00","Collect Goods","EVENT","22590"
"stock_cr1263","2024-03-04 12:57:39+00:00","Place in Stock","EVENT","22591"
"stock_cr1233","2024-03-04 12:57:52+00:00","Place in Stock","EVENT","22592"
"collect_hu6773","2024-03-04 12:57:56+00:00","Collect Goods","EVENT","22593"
"load_truck_hu6765","2024-03-04 12:57:56+00:00","Load Truck","EVENT","22594"
"drive_term_cr1262","2024-03-04 12:58:28+00:00","Drive to Terminal","EVENT","22595"
"load_truck_hu6758","2024-03-04 13:12:19+00:00","Load Truck","EVENT","22596"
"load_truck_hu6757","2024-03-04 13:13:04+00:00","Load Truck","EVENT","22597"
"drive_term_cr1283","2024-03-04 13:45:57+00:00","Drive to Terminal","EVENT","22598"
"weigh_cr1283","2024-03-04 13:50:51+00:00","Weigh","EVENT","22599"
"order_crs_td373","2024-03-04 13:54:45+00:00","Order Empty Containers","EVENT","22600"
"to_bay_cr1283","2024-03-04 13:55:09+00:00","Bring to Loading Bay","EVENT","22601"
"collect_hu6767","2024-03-04 13:58:45+00:00","Collect Goods","EVENT","22602"
"load_truck_hu6773","2024-03-04 13:58:45+00:00","Load Truck","EVENT","22603"
"weigh_cr1262","2024-03-04 13:58:54+00:00","Weigh","EVENT","22604"
"stock_cr1262","2024-03-04 13:59:57+00:00","Place in Stock","EVENT","22605"
"load_veh_cr1283","2024-03-04 14:56:32+00:00","Load to Vehicle","EVENT","22606"
"collect_hu6770","2024-03-04 15:02:31+00:00","Collect Goods","EVENT","22607"
"load_truck_hu6767","2024-03-04 15:02:31+00:00","Load Truck","EVENT","22608"
"collect_hu6764","2024-03-04 15:03:55+00:00","Collect Goods","EVENT","22609"
"load_truck_hu6770","2024-03-04 15:03:55+00:00","Load Truck","EVENT","22610"
"collect_hu6759","2024-03-04 15:05:23+00:00","Collect Goods","EVENT","22611"
"load_truck_hu6764","2024-03-04 15:07:06+00:00","Load Truck","EVENT","22612"
"collect_hu6766","2024-03-04 15:10:48+00:00","Collect Goods","EVENT","22613"
"load_truck_hu6759","2024-03-04 15:10:48+00:00","Load Truck","EVENT","22614"
"collect_hu6771","2024-03-04 15:12:34+00:00","Collect Goods","EVENT","22615"
"load_truck_hu6766","2024-03-04 15:12:34+00:00","Load Truck","EVENT","22616"
"collect_hu6763","2024-03-04 15:19:50+00:00","Collect Goods","EVENT","22617"
"load_truck_hu6771","2024-03-04 15:19:50+00:00","Load Truck","EVENT","22618"
"collect_hu6762","2024-03-04 15:25:53+00:00","Collect Goods","EVENT","22619"
"load_truck_hu6763","2024-03-04 15:25:53+00:00","Load Truck","EVENT","22620"
"order_crs_td374","2024-03-04 15:32:08+00:00","Order Empty Containers","EVENT","22621"
"collect_hu6760","2024-03-04 15:33:33+00:00","Collect Goods","EVENT","22622"
"load_truck_hu6762","2024-03-04 15:33:33+00:00","Load Truck","EVENT","22623"
"collect_hu6772","2024-03-04 15:36:31+00:00","Collect Goods","EVENT","22624"
"load_truck_hu6760","2024-03-04 15:36:31+00:00","Load Truck","EVENT","22625"
"collect_hu6774","2024-03-04 15:37:30+00:00","Collect Goods","EVENT","22626"
"load_truck_hu6772","2024-03-04 15:37:30+00:00","Load Truck","EVENT","22627"
"collect_hu6761","2024-03-04 15:38:15+00:00","Collect Goods","EVENT","22628"
"collect_hu6768","2024-03-04 15:39:17+00:00","Collect Goods","EVENT","22629"
"load_truck_hu6761","2024-03-04 15:40:21+00:00","Load Truck","EVENT","22630"
"load_truck_hu6774","2024-03-04 15:41:01+00:00","Load Truck","EVENT","22631"
"reg_co379","2024-03-04 15:42:02+00:00","Register Customer Order","EVENT","22632"
"collect_hu6769","2024-03-04 15:42:31+00:00","Collect Goods","EVENT","22633"
"load_truck_hu6768","2024-03-04 15:42:31+00:00","Load Truck","EVENT","22634"
"load_truck_hu6769","2024-03-04 15:43:48+00:00","Load Truck","EVENT","22635"
"drive_term_cr1249","2024-03-04 15:59:56+00:00","Drive to Terminal","EVENT","22636"
"drive_term_cr1235","2024-03-04 16:50:43+00:00","Drive to Terminal","EVENT","22637"
"weigh_cr1249","2024-03-04 17:07:02+00:00","Weigh","EVENT","22638"
"create_td375","2024-03-04 17:13:09+00:00","Create Transport Document","EVENT","22639"
"stock_cr1249","2024-03-04 17:15:54+00:00","Place in Stock","EVENT","22640"
"weigh_cr1235","2024-03-04 17:53:22+00:00","Weigh","EVENT","22641"
"pick_cr1274","2024-03-05 02:30:16+00:00","Pick Up Empty Container","EVENT","22642"
"collect_hu6777","2024-03-05 02:30:16+00:00","Collect Goods","EVENT","22643"
"pick_cr1251","2024-03-05 03:31:16+00:00","Pick Up Empty Container","EVENT","22644"
"pick_cr1270","2024-03-05 03:32:20+00:00","Pick Up Empty Container","EVENT","22645"
"book_vehs_td375","2024-03-05 06:15:08+00:00","Book Vehicles","EVENT","22646"
"collect_hu6785","2024-03-05 06:33:08+00:00","Collect Goods","EVENT","22647"
"collect_hu6783","2024-03-05 06:37:33+00:00","Collect Goods","EVENT","22648"
"collect_hu6792","2024-03-05 06:50:50+00:00","Collect Goods","EVENT","22649"
"drive_term_cr1280","2024-03-05 06:51:11+00:00","Drive to Terminal","EVENT","22650"
"weigh_cr1280","2024-03-05 06:53:45+00:00","Weigh","EVENT","22651"
"collect_hu6787","2024-03-05 06:54:53+00:00","Collect Goods","EVENT","22652"
"stock_cr1235","2024-03-05 06:55:21+00:00","Place in Stock","EVENT","22653"
"collect_hu6778","2024-03-05 06:59:21+00:00","Collect Goods","EVENT","22654"
"load_truck_hu6785","2024-03-05 07:10:48+00:00","Load Truck","EVENT","22655"
"load_truck_hu6787","2024-03-05 07:11:55+00:00","Load Truck","EVENT","22656"
"load_truck_hu6783","2024-03-05 07:13:31+00:00","Load Truck","EVENT","22657"
"load_truck_hu6792","2024-03-05 07:16:41+00:00","Load Truck","EVENT","22658"
"order_crs_td375","2024-03-05 07:47:10+00:00","Order Empty Containers","EVENT","22659"
"collect_hu6788","2024-03-05 08:00:04+00:00","Collect Goods","EVENT","22660"
"to_bay_cr1280","2024-03-05 08:00:30+00:00","Bring to Loading Bay","EVENT","22661"
"collect_hu6791","2024-03-05 08:02:03+00:00","Collect Goods","EVENT","22662"
"load_truck_hu6788","2024-03-05 08:02:03+00:00","Load Truck","EVENT","22663"
"collect_hu6782","2024-03-05 08:04:07+00:00","Collect Goods","EVENT","22664"
"load_truck_hu6791","2024-03-05 08:04:07+00:00","Load Truck","EVENT","22665"
"load_veh_cr1280","2024-03-05 08:07:11+00:00","Load to Vehicle","EVENT","22666"
"collect_hu6789","2024-03-05 08:11:34+00:00","Collect Goods","EVENT","22667"
"load_truck_hu6782","2024-03-05 08:11:34+00:00","Load Truck","EVENT","22668"
"collect_hu6775","2024-03-05 08:12:17+00:00","Collect Goods","EVENT","22669"
"load_truck_hu6789","2024-03-05 08:12:17+00:00","Load Truck","EVENT","22670"
"collect_hu6786","2024-03-05 08:13:12+00:00","Collect Goods","EVENT","22671"
"collect_hu6781","2024-03-05 08:17:31+00:00","Collect Goods","EVENT","22672"
"load_truck_hu6786","2024-03-05 08:17:31+00:00","Load Truck","EVENT","22673"
"collect_hu6780","2024-03-05 08:19:11+00:00","Collect Goods","EVENT","22674"
"load_truck_hu6781","2024-03-05 08:19:52+00:00","Load Truck","EVENT","22675"
"collect_hu6779","2024-03-05 08:24:04+00:00","Collect Goods","EVENT","22676"
"collect_hu6784","2024-03-05 08:25:29+00:00","Collect Goods","EVENT","22677"
"collect_hu6776","2024-03-05 08:33:10+00:00","Collect Goods","EVENT","22678"
"load_truck_hu6784","2024-03-05 08:33:10+00:00","Load Truck","EVENT","22679"
"collect_hu6790","2024-03-05 08:33:53+00:00","Collect Goods","EVENT","22680"
"load_truck_hu6790","2024-03-05 08:35:09+00:00","Load Truck","EVENT","22681"
"drive_term_cr1251","2024-03-05 08:45:42+00:00","Drive to Terminal","EVENT","22682"
"load_truck_hu6779","2024-03-05 08:45:57+00:00","Load Truck","EVENT","22683"
"weigh_cr1251","2024-03-05 08:46:51+00:00","Weigh","EVENT","22684"
"drive_term_cr1270","2024-03-05 08:47:02+00:00","Drive to Terminal","EVENT","22685"
"stock_cr1251","2024-03-05 08:48:11+00:00","Place in Stock","EVENT","22686"
"load_truck_hu6777","2024-03-05 08:48:43+00:00","Load Truck","EVENT","22687"
"load_truck_hu6775","2024-03-05 08:49:20+00:00","Load Truck","EVENT","22688"
"weigh_cr1270","2024-03-05 08:49:59+00:00","Weigh","EVENT","22689"
"load_truck_hu6780","2024-03-05 08:52:24+00:00","Load Truck","EVENT","22690"
"load_truck_hu6778","2024-03-05 08:53:04+00:00","Load Truck","EVENT","22691"
"stock_cr1270","2024-03-05 08:53:35+00:00","Place in Stock","EVENT","22692"
"load_truck_hu6776","2024-03-05 08:56:24+00:00","Load Truck","EVENT","22693"
"create_td376","2024-03-05 09:27:34+00:00","Create Transport Document","EVENT","22694"
"create_td377","2024-03-05 09:48:52+00:00","Create Transport Document","EVENT","22695"
"depart_vh81","2024-03-05 10:00:00+00:00","Depart","EVENT","22696"
"reg_co380","2024-03-05 10:18:46+00:00","Register Customer Order","EVENT","22697"
"drive_term_cr1274","2024-03-05 11:03:50+00:00","Drive to Terminal","EVENT","22698"
"book_vehs_td376","2024-03-05 11:14:48+00:00","Book Vehicles","EVENT","22699"
"weigh_cr1274","2024-03-05 12:10:01+00:00","Weigh","EVENT","22700"
"stock_cr1274","2024-03-05 12:15:53+00:00","Place in Stock","EVENT","22701"
"create_td378","2024-03-05 12:18:25+00:00","Create Transport Document","EVENT","22702"
"book_vehs_td378","2024-03-05 12:42:43+00:00","Book Vehicles","EVENT","22703"
"book_vehs_td377","2024-03-05 12:55:35+00:00","Book Vehicles","EVENT","22704"
"order_crs_td376","2024-03-05 14:42:14+00:00","Order Empty Containers","EVENT","22705"
"order_crs_td378","2024-03-05 14:48:10+00:00","Order Empty Containers","EVENT","22706"
"pick_cr1309","2024-03-05 14:48:10+00:00","Pick Up Empty Container","EVENT","22707"
"collect_hu6794","2024-03-05 14:48:10+00:00","Collect Goods","EVENT","22708"
"collect_hu6793","2024-03-05 14:52:46+00:00","Collect Goods","EVENT","22709"
"collect_hu6797","2024-03-05 14:59:38+00:00","Collect Goods","EVENT","22710"
"create_td379","2024-03-05 15:29:53+00:00","Create Transport Document","EVENT","22711"
"book_vehs_td379","2024-03-05 15:42:37+00:00","Book Vehicles","EVENT","22712"
"pick_cr1297","2024-03-05 15:57:28+00:00","Pick Up Empty Container","EVENT","22713"
"load_truck_hu6793","2024-03-05 15:58:30+00:00","Load Truck","EVENT","22714"
"collect_hu6798","2024-03-05 16:00:16+00:00","Collect Goods","EVENT","22715"
"reg_co381","2024-03-05 16:02:14+00:00","Register Customer Order","EVENT","22716"
"collect_hu6803","2024-03-05 16:26:24+00:00","Collect Goods","EVENT","22717"
"collect_hu6799","2024-03-05 16:36:52+00:00","Collect Goods","EVENT","22718"
"collect_hu6795","2024-03-05 16:44:48+00:00","Collect Goods","EVENT","22719"
"collect_hu6801","2024-03-05 16:46:31+00:00","Collect Goods","EVENT","22720"
"collect_hu6796","2024-03-05 16:57:42+00:00","Collect Goods","EVENT","22721"
"load_truck_hu6797","2024-03-05 17:01:27+00:00","Load Truck","EVENT","22722"
"load_truck_hu6798","2024-03-05 17:14:48+00:00","Load Truck","EVENT","22723"
"load_truck_hu6794","2024-03-05 17:29:34+00:00","Load Truck","EVENT","22724"
"load_truck_hu6795","2024-03-05 17:38:46+00:00","Load Truck","EVENT","22725"
"load_truck_hu6803","2024-03-05 17:57:21+00:00","Load Truck","EVENT","22726"
"collect_hu6802","2024-03-05 18:43:36+00:00","Collect Goods","EVENT","22727"
"load_truck_hu6796","2024-03-05 18:43:36+00:00","Load Truck","EVENT","22728"
"pick_cr1287","2024-03-05 20:19:38+00:00","Pick Up Empty Container","EVENT","22729"
"pick_cr1288","2024-03-05 23:21:17+00:00","Pick Up Empty Container","EVENT","22730"
"collect_hu6806","2024-03-06 06:44:59+00:00","Collect Goods","EVENT","22731"
"load_truck_hu6802","2024-03-06 06:57:58+00:00","Load Truck","EVENT","22732"
"collect_hu6812","2024-03-06 07:45:02+00:00","Collect Goods","EVENT","22733"
"load_truck_hu6806","2024-03-06 07:45:02+00:00","Load Truck","EVENT","22734"
"collect_hu6815","2024-03-06 07:54:02+00:00","Collect Goods","EVENT","22735"
"load_truck_hu6812","2024-03-06 07:54:02+00:00","Load Truck","EVENT","22736"
"load_truck_hu6801","2024-03-06 07:59:30+00:00","Load Truck","EVENT","22737"
"order_crs_td377","2024-03-06 08:33:20+00:00","Order Empty Containers","EVENT","22738"
"pick_cr1298","2024-03-06 08:45:45+00:00","Pick Up Empty Container","EVENT","22739"
"drive_term_cr1309","2024-03-06 08:48:34+00:00","Drive to Terminal","EVENT","22740"
"weigh_cr1309","2024-03-06 08:49:48+00:00","Weigh","EVENT","22741"
"stock_cr1309","2024-03-06 08:52:46+00:00","Place in Stock","EVENT","22742"
"order_crs_td379","2024-03-06 08:53:38+00:00","Order Empty Containers","EVENT","22743"
"collect_hu6819","2024-03-06 08:57:58+00:00","Collect Goods","EVENT","22744"
"load_truck_hu6815","2024-03-06 08:57:58+00:00","Load Truck","EVENT","22745"
"collect_hu6816","2024-03-06 08:58:59+00:00","Collect Goods","EVENT","22746"
"load_truck_hu6799","2024-03-06 09:00:21+00:00","Load Truck","EVENT","22747"
"load_truck_hu6819","2024-03-06 09:51:35+00:00","Load Truck","EVENT","22748"
"reg_co382","2024-03-06 09:59:10+00:00","Register Customer Order","EVENT","22749"
"collect_hu6811","2024-03-06 10:00:58+00:00","Collect Goods","EVENT","22750"
"load_truck_hu6816","2024-03-06 10:00:58+00:00","Load Truck","EVENT","22751"
"collect_hu6804","2024-03-06 10:03:53+00:00","Collect Goods","EVENT","22752"
"load_truck_hu6811","2024-03-06 10:03:53+00:00","Load Truck","EVENT","22753"
"collect_hu6817","2024-03-06 10:07:19+00:00","Collect Goods","EVENT","22754"
"load_truck_hu6804","2024-03-06 10:07:19+00:00","Load Truck","EVENT","22755"
"collect_hu6807","2024-03-06 10:07:51+00:00","Collect Goods","EVENT","22756"
"load_truck_hu6817","2024-03-06 10:07:51+00:00","Load Truck","EVENT","22757"
"collect_hu6814","2024-03-06 10:10:16+00:00","Collect Goods","EVENT","22758"
"load_truck_hu6807","2024-03-06 10:10:16+00:00","Load Truck","EVENT","22759"
"collect_hu6800","2024-03-06 10:15:08+00:00","Collect Goods","EVENT","22760"
"load_truck_hu6814","2024-03-06 10:15:08+00:00","Load Truck","EVENT","22761"
"collect_hu6805","2024-03-06 10:18:58+00:00","Collect Goods","EVENT","22762"
"load_truck_hu6800","2024-03-06 10:18:58+00:00","Load Truck","EVENT","22763"
"collect_hu6813","2024-03-06 10:21:52+00:00","Collect Goods","EVENT","22764"
"load_truck_hu6805","2024-03-06 10:21:52+00:00","Load Truck","EVENT","22765"
"collect_hu6818","2024-03-06 10:24:03+00:00","Collect Goods","EVENT","22766"
"load_truck_hu6813","2024-03-06 10:24:03+00:00","Load Truck","EVENT","22767"
"drive_term_cr1297","2024-03-06 10:29:47+00:00","Drive to Terminal","EVENT","22768"
"collect_hu6808","2024-03-06 10:30:28+00:00","Collect Goods","EVENT","22769"
"load_truck_hu6818","2024-03-06 10:30:28+00:00","Load Truck","EVENT","22770"
"weigh_cr1297","2024-03-06 10:33:52+00:00","Weigh","EVENT","22771"
"stock_cr1297","2024-03-06 10:34:26+00:00","Place in Stock","EVENT","22772"
"collect_hu6809","2024-03-06 10:36:41+00:00","Collect Goods","EVENT","22773"
"load_truck_hu6808","2024-03-06 10:36:41+00:00","Load Truck","EVENT","22774"
"collect_hu6820","2024-03-06 10:38:34+00:00","Collect Goods","EVENT","22775"
"load_truck_hu6809","2024-03-06 10:38:34+00:00","Load Truck","EVENT","22776"
"collect_hu6821","2024-03-06 10:41:40+00:00","Collect Goods","EVENT","22777"
"load_truck_hu6820","2024-03-06 10:41:40+00:00","Load Truck","EVENT","22778"
