"source_ID","source_EntityType","qual","target_ID","target_EntityType","EntityType","ID",":LABEL","id:ID"
"cr897","Container","CR contains HU","hu4874","Handling Unit","(Container,Handling Unit)","(cr897,hu4874)","ENTITY","228792"
"cr897","Container","CR contains HU","hu4875","Handling Unit","(Container,Handling Unit)","(cr897,hu4875)","ENTITY","228793"
"cr897","Container","CR for TD","td256","Transport Document","(Container,Transport Document)","(cr897,td256)","ENTITY","228794"
"cr938","Container","CR contains HU","hu4876","Handling Unit","(Container,Handling Unit)","(cr938,hu4876)","ENTITY","228795"
"cr938","Container","CR contains HU","hu4877","Handling Unit","(Container,Handling Unit)","(cr938,hu4877)","ENTITY","228796"
"cr938","Container","CR contains HU","hu4878","Handling Unit","(Container,Handling Unit)","(cr938,hu4878)","ENTITY","228797"
"cr938","Container","CR contains HU","hu4879","Handling Unit","(Container,Handling Unit)","(cr938,hu4879)","ENTITY","228798"
"cr938","Container","CR contains HU","hu4880","Handling Unit","(Container,Handling Unit)","(cr938,hu4880)","ENTITY","228799"
"cr938","Container","CR contains HU","hu4881","Handling Unit","(Container,Handling Unit)","(cr938,hu4881)","ENTITY","228800"
"cr938","Container","CR for TD","td268","Transport Document","(Container,Transport Document)","(cr938,td268)","ENTITY","228801"
"cr935","Container","CR contains HU","hu4882","Handling Unit","(Container,Handling Unit)","(cr935,hu4882)","ENTITY","228802"
"cr935","Container","CR contains HU","hu4883","Handling Unit","(Container,Handling Unit)","(cr935,hu4883)","ENTITY","228803"
"cr935","Container","CR contains HU","hu4884","Handling Unit","(Container,Handling Unit)","(cr935,hu4884)","ENTITY","228804"
"cr935","Container","CR contains HU","hu4885","Handling Unit","(Container,Handling Unit)","(cr935,hu4885)","ENTITY","228805"
"cr935","Container","CR contains HU","hu4886","Handling Unit","(Container,Handling Unit)","(cr935,hu4886)","ENTITY","228806"
"cr935","Container","CR contains HU","hu4887","Handling Unit","(Container,Handling Unit)","(cr935,hu4887)","ENTITY","228807"
"cr935","Container","CR for TD","td267","Transport Document","(Container,Transport Document)","(cr935,td267)","ENTITY","228808"
"cr942","Container","CR contains HU","hu4888","Handling Unit","(Container,Handling Unit)","(cr942,hu4888)","ENTITY","228809"
"cr942","Container","CR contains HU","hu4889","Handling Unit","(Container,Handling Unit)","(cr942,hu4889)","ENTITY","228810"
"cr942","Container","CR contains HU","hu4890","Handling Unit","(Container,Handling Unit)","(cr942,hu4890)","ENTITY","228811"
"cr942","Container","CR contains HU","hu4891","Handling Unit","(Container,Handling Unit)","(cr942,hu4891)","ENTITY","228812"
"cr942","Container","CR contains HU","hu4892","Handling Unit","(Container,Handling Unit)","(cr942,hu4892)","ENTITY","228813"
"cr942","Container","CR contains HU","hu4893","Handling Unit","(Container,Handling Unit)","(cr942,hu4893)","ENTITY","228814"
"cr942","Container","CR for TD","td269","Transport Document","(Container,Transport Document)","(cr942,td269)","ENTITY","228815"
"cr944","Container","CR contains HU","hu4900","Handling Unit","(Container,Handling Unit)","(cr944,hu4900)","ENTITY","228816"
"cr944","Container","CR contains HU","hu4901","Handling Unit","(Container,Handling Unit)","(cr944,hu4901)","ENTITY","228817"
"cr944","Container","CR contains HU","hu4902","Handling Unit","(Container,Handling Unit)","(cr944,hu4902)","ENTITY","228818"
"cr944","Container","CR for TD","td269","Transport Document","(Container,Transport Document)","(cr944,td269)","ENTITY","228819"
"cr941","Container","CR contains HU","hu4894","Handling Unit","(Container,Handling Unit)","(cr941,hu4894)","ENTITY","228820"
"cr941","Container","CR contains HU","hu4895","Handling Unit","(Container,Handling Unit)","(cr941,hu4895)","ENTITY","228821"
"cr941","Container","CR contains HU","hu4896","Handling Unit","(Container,Handling Unit)","(cr941,hu4896)","ENTITY","228822"
"cr941","Container","CR contains HU","hu4897","Handling Unit","(Container,Handling Unit)","(cr941,hu4897)","ENTITY","228823"
"cr941","Container","CR contains HU","hu4898","Handling Unit","(Container,Handling Unit)","(cr941,hu4898)","ENTITY","228824"
"cr941","Container","CR contains HU","hu4899","Handling Unit","(Container,Handling Unit)","(cr941,hu4899)","ENTITY","228825"
"cr941","Container","CR for TD","td269","Transport Document","(Container,Transport Document)","(cr941,td269)","ENTITY","228826"
"cr884","Container","CR contains HU","hu4903","Handling Unit","(Container,Handling Unit)","(cr884,hu4903)","ENTITY","228827"
"cr884","Container","CR contains HU","hu4904","Handling Unit","(Container,Handling Unit)","(cr884,hu4904)","ENTITY","228828"
"cr884","Container","CR contains HU","hu4905","Handling Unit","(Container,Handling Unit)","(cr884,hu4905)","ENTITY","228829"
"cr884","Container","CR contains HU","hu4906","Handling Unit","(Container,Handling Unit)","(cr884,hu4906)","ENTITY","228830"
"cr884","Container","CR contains HU","hu4907","Handling Unit","(Container,Handling Unit)","(cr884,hu4907)","ENTITY","228831"
"cr884","Container","CR contains HU","hu4908","Handling Unit","(Container,Handling Unit)","(cr884,hu4908)","ENTITY","228832"
"cr884","Container","CR for TD","td253","Transport Document","(Container,Transport Document)","(cr884,td253)","ENTITY","228833"
"cr845","Container","CR contains HU","hu4909","Handling Unit","(Container,Handling Unit)","(cr845,hu4909)","ENTITY","228834"
"cr845","Container","CR contains HU","hu4910","Handling Unit","(Container,Handling Unit)","(cr845,hu4910)","ENTITY","228835"
"cr845","Container","CR contains HU","hu4911","Handling Unit","(Container,Handling Unit)","(cr845,hu4911)","ENTITY","228836"
"cr845","Container","CR contains HU","hu4912","Handling Unit","(Container,Handling Unit)","(cr845,hu4912)","ENTITY","228837"
"cr845","Container","CR contains HU","hu4913","Handling Unit","(Container,Handling Unit)","(cr845,hu4913)","ENTITY","228838"
"cr845","Container","CR contains HU","hu4914","Handling Unit","(Container,Handling Unit)","(cr845,hu4914)","ENTITY","228839"
"cr845","Container","CR for TD","td242","Transport Document","(Container,Transport Document)","(cr845,td242)","ENTITY","228840"
"cr940","Container","CR contains HU","hu4915","Handling Unit","(Container,Handling Unit)","(cr940,hu4915)","ENTITY","228841"
"cr940","Container","CR contains HU","hu4916","Handling Unit","(Container,Handling Unit)","(cr940,hu4916)","ENTITY","228842"
"cr940","Container","CR contains HU","hu4917","Handling Unit","(Container,Handling Unit)","(cr940,hu4917)","ENTITY","228843"
"cr940","Container","CR contains HU","hu4918","Handling Unit","(Container,Handling Unit)","(cr940,hu4918)","ENTITY","228844"
"cr940","Container","CR contains HU","hu4919","Handling Unit","(Container,Handling Unit)","(cr940,hu4919)","ENTITY","228845"
"cr940","Container","CR contains HU","hu4920","Handling Unit","(Container,Handling Unit)","(cr940,hu4920)","ENTITY","228846"
"cr940","Container","CR for TD","td269","Transport Document","(Container,Transport Document)","(cr940,td269)","ENTITY","228847"
"cr937","Container","CR contains HU","hu4921","Handling Unit","(Container,Handling Unit)","(cr937,hu4921)","ENTITY","228848"
"cr937","Container","CR contains HU","hu4922","Handling Unit","(Container,Handling Unit)","(cr937,hu4922)","ENTITY","228849"
"cr937","Container","CR contains HU","hu4923","Handling Unit","(Container,Handling Unit)","(cr937,hu4923)","ENTITY","228850"
"cr937","Container","CR contains HU","hu4924","Handling Unit","(Container,Handling Unit)","(cr937,hu4924)","ENTITY","228851"
"cr937","Container","CR contains HU","hu4925","Handling Unit","(Container,Handling Unit)","(cr937,hu4925)","ENTITY","228852"
"cr937","Container","CR contains HU","hu4926","Handling Unit","(Container,Handling Unit)","(cr937,hu4926)","ENTITY","228853"
"cr937","Container","CR for TD","td268","Transport Document","(Container,Transport Document)","(cr937,td268)","ENTITY","228854"
"cr903","Container","CR contains HU","hu4927","Handling Unit","(Container,Handling Unit)","(cr903,hu4927)","ENTITY","228855"
"cr903","Container","CR contains HU","hu4928","Handling Unit","(Container,Handling Unit)","(cr903,hu4928)","ENTITY","228856"
"cr903","Container","CR contains HU","hu4929","Handling Unit","(Container,Handling Unit)","(cr903,hu4929)","ENTITY","228857"
"cr903","Container","CR contains HU","hu4930","Handling Unit","(Container,Handling Unit)","(cr903,hu4930)","ENTITY","228858"
"cr903","Container","CR contains HU","hu4931","Handling Unit","(Container,Handling Unit)","(cr903,hu4931)","ENTITY","228859"
"cr903","Container","CR contains HU","hu4932","Handling Unit","(Container,Handling Unit)","(cr903,hu4932)","ENTITY","228860"
"cr903","Container","CR for TD","td258","Transport Document","(Container,Transport Document)","(cr903,td258)","ENTITY","228861"
"cr924","Container","CR contains HU","hu4933","Handling Unit","(Container,Handling Unit)","(cr924,hu4933)","ENTITY","228862"
"cr924","Container","CR contains HU","hu4934","Handling Unit","(Container,Handling Unit)","(cr924,hu4934)","ENTITY","228863"
"cr924","Container","CR contains HU","hu4935","Handling Unit","(Container,Handling Unit)","(cr924,hu4935)","ENTITY","228864"
"cr924","Container","CR contains HU","hu4936","Handling Unit","(Container,Handling Unit)","(cr924,hu4936)","ENTITY","228865"
"cr924","Container","CR contains HU","hu4937","Handling Unit","(Container,Handling Unit)","(cr924,hu4937)","ENTITY","228866"
"cr924","Container","CR contains HU","hu4938","Handling Unit","(Container,Handling Unit)","(cr924,hu4938)","ENTITY","228867"
"cr924","Container","CR for TD","td263","Transport Document","(Container,Transport Document)","(cr924,td263)","ENTITY","228868"
"cr931","Container","CR contains HU","hu4939","Handling Unit","(Container,Handling Unit)","(cr931,hu4939)","ENTITY","228869"
"cr931","Container","CR contains HU","hu4940","Handling Unit","(Container,Handling Unit)","(cr931,hu4940)","ENTITY","228870"
"cr931","Container","CR contains HU","hu4941","Handling Unit","(Container,Handling Unit)","(cr931,hu4941)","ENTITY","228871"
"cr931","Container","CR contains HU","hu4942","Handling Unit","(Container,Handling Unit)","(cr931,hu4942)","ENTITY","228872"
"cr931","Container","CR contains HU","hu4943","Handling Unit","(Container,Handling Unit)","(cr931,hu4943)","ENTITY","228873"
"cr931","Container","CR contains HU","hu4944","Handling Unit","(Container,Handling Unit)","(cr931,hu4944)","ENTITY","228874"
"cr931","Container","CR for TD","td266","Transport Document","(Container,Transport Document)","(cr931,td266)","ENTITY","228875"
"cr930","Container","CR contains HU","hu4945","Handling Unit","(Container,Handling Unit)","(cr930,hu4945)","ENTITY","228876"
"cr930","Container","CR for TD","td265","Transport Document","(Container,Transport Document)","(cr930,td265)","ENTITY","228877"
"cr943","Container","CR contains HU","hu4946","Handling Unit","(Container,Handling Unit)","(cr943,hu4946)","ENTITY","228878"
"cr943","Container","CR contains HU","hu4947","Handling Unit","(Container,Handling Unit)","(cr943,hu4947)","ENTITY","228879"
"cr943","Container","CR contains HU","hu4948","Handling Unit","(Container,Handling Unit)","(cr943,hu4948)","ENTITY","228880"
"cr943","Container","CR contains HU","hu4949","Handling Unit","(Container,Handling Unit)","(cr943,hu4949)","ENTITY","228881"
"cr943","Container","CR contains HU","hu4950","Handling Unit","(Container,Handling Unit)","(cr943,hu4950)","ENTITY","228882"
"cr943","Container","CR contains HU","hu4951","Handling Unit","(Container,Handling Unit)","(cr943,hu4951)","ENTITY","228883"
"cr943","Container","CR for TD","td269","Transport Document","(Container,Transport Document)","(cr943,td269)","ENTITY","228884"
"cr920","Container","CR contains HU","hu4952","Handling Unit","(Container,Handling Unit)","(cr920,hu4952)","ENTITY","228885"
"cr920","Container","CR contains HU","hu4953","Handling Unit","(Container,Handling Unit)","(cr920,hu4953)","ENTITY","228886"
"cr920","Container","CR contains HU","hu4954","Handling Unit","(Container,Handling Unit)","(cr920,hu4954)","ENTITY","228887"
"cr920","Container","CR contains HU","hu4955","Handling Unit","(Container,Handling Unit)","(cr920,hu4955)","ENTITY","228888"
"cr920","Container","CR contains HU","hu4956","Handling Unit","(Container,Handling Unit)","(cr920,hu4956)","ENTITY","228889"
"cr920","Container","CR contains HU","hu4957","Handling Unit","(Container,Handling Unit)","(cr920,hu4957)","ENTITY","228890"
"cr920","Container","CR for TD","td263","Transport Document","(Container,Transport Document)","(cr920,td263)","ENTITY","228891"
"cr866","Container","CR contains HU","hu4958","Handling Unit","(Container,Handling Unit)","(cr866,hu4958)","ENTITY","228892"
"cr866","Container","CR contains HU","hu4959","Handling Unit","(Container,Handling Unit)","(cr866,hu4959)","ENTITY","228893"
"cr866","Container","CR contains HU","hu4960","Handling Unit","(Container,Handling Unit)","(cr866,hu4960)","ENTITY","228894"
"cr866","Container","CR contains HU","hu4961","Handling Unit","(Container,Handling Unit)","(cr866,hu4961)","ENTITY","228895"
"cr866","Container","CR contains HU","hu4962","Handling Unit","(Container,Handling Unit)","(cr866,hu4962)","ENTITY","228896"
"cr866","Container","CR contains HU","hu4963","Handling Unit","(Container,Handling Unit)","(cr866,hu4963)","ENTITY","228897"
"cr866","Container","CR for TD","td247","Transport Document","(Container,Transport Document)","(cr866,td247)","ENTITY","228898"
"cr858","Container","CR contains HU","hu4964","Handling Unit","(Container,Handling Unit)","(cr858,hu4964)","ENTITY","228899"
"cr858","Container","CR contains HU","hu4965","Handling Unit","(Container,Handling Unit)","(cr858,hu4965)","ENTITY","228900"
"cr858","Container","CR contains HU","hu4966","Handling Unit","(Container,Handling Unit)","(cr858,hu4966)","ENTITY","228901"
"cr858","Container","CR contains HU","hu4967","Handling Unit","(Container,Handling Unit)","(cr858,hu4967)","ENTITY","228902"
"cr858","Container","CR contains HU","hu4968","Handling Unit","(Container,Handling Unit)","(cr858,hu4968)","ENTITY","228903"
"cr858","Container","CR contains HU","hu4969","Handling Unit","(Container,Handling Unit)","(cr858,hu4969)","ENTITY","228904"
"cr858","Container","CR for TD","td245","Transport Document","(Container,Transport Document)","(cr858,td245)","ENTITY","228905"
"cr894","Container","CR contains HU","hu4970","Handling Unit","(Container,Handling Unit)","(cr894,hu4970)","ENTITY","228906"
"cr894","Container","CR contains HU","hu4971","Handling Unit","(Container,Handling Unit)","(cr894,hu4971)","ENTITY","228907"
"cr894","Container","CR contains HU","hu4972","Handling Unit","(Container,Handling Unit)","(cr894,hu4972)","ENTITY","228908"
"cr894","Container","CR contains HU","hu4973","Handling Unit","(Container,Handling Unit)","(cr894,hu4973)","ENTITY","228909"
"cr894","Container","CR contains HU","hu4974","Handling Unit","(Container,Handling Unit)","(cr894,hu4974)","ENTITY","228910"
"cr894","Container","CR contains HU","hu4975","Handling Unit","(Container,Handling Unit)","(cr894,hu4975)","ENTITY","228911"
"cr894","Container","CR for TD","td255","Transport Document","(Container,Transport Document)","(cr894,td255)","ENTITY","228912"
"cr939","Container","CR contains HU","hu4976","Handling Unit","(Container,Handling Unit)","(cr939,hu4976)","ENTITY","228913"
"cr939","Container","CR contains HU","hu4977","Handling Unit","(Container,Handling Unit)","(cr939,hu4977)","ENTITY","228914"
"cr939","Container","CR contains HU","hu4978","Handling Unit","(Container,Handling Unit)","(cr939,hu4978)","ENTITY","228915"
"cr939","Container","CR contains HU","hu4979","Handling Unit","(Container,Handling Unit)","(cr939,hu4979)","ENTITY","228916"
"cr939","Container","CR for TD","td268","Transport Document","(Container,Transport Document)","(cr939,td268)","ENTITY","228917"
"cr946","Container","CR contains HU","hu4980","Handling Unit","(Container,Handling Unit)","(cr946,hu4980)","ENTITY","228918"
"cr946","Container","CR contains HU","hu4981","Handling Unit","(Container,Handling Unit)","(cr946,hu4981)","ENTITY","228919"
"cr946","Container","CR contains HU","hu4982","Handling Unit","(Container,Handling Unit)","(cr946,hu4982)","ENTITY","228920"
"cr946","Container","CR contains HU","hu4983","Handling Unit","(Container,Handling Unit)","(cr946,hu4983)","ENTITY","228921"
"cr946","Container","CR contains HU","hu4984","Handling Unit","(Container,Handling Unit)","(cr946,hu4984)","ENTITY","228922"
"cr946","Container","CR contains HU","hu4985","Handling Unit","(Container,Handling Unit)","(cr946,hu4985)","ENTITY","228923"
"cr946","Container","CR for TD","td270","Transport Document","(Container,Transport Document)","(cr946,td270)","ENTITY","228924"
"cr895","Container","CR contains HU","hu4986","Handling Unit","(Container,Handling Unit)","(cr895,hu4986)","ENTITY","228925"
"cr895","Container","CR contains HU","hu4987","Handling Unit","(Container,Handling Unit)","(cr895,hu4987)","ENTITY","228926"
"cr895","Container","CR contains HU","hu4988","Handling Unit","(Container,Handling Unit)","(cr895,hu4988)","ENTITY","228927"
"cr895","Container","CR contains HU","hu4989","Handling Unit","(Container,Handling Unit)","(cr895,hu4989)","ENTITY","228928"
"cr895","Container","CR for TD","td255","Transport Document","(Container,Transport Document)","(cr895,td255)","ENTITY","228929"
"cr925","Container","CR contains HU","hu4990","Handling Unit","(Container,Handling Unit)","(cr925,hu4990)","ENTITY","228930"
"cr925","Container","CR contains HU","hu4991","Handling Unit","(Container,Handling Unit)","(cr925,hu4991)","ENTITY","228931"
"cr925","Container","CR contains HU","hu4992","Handling Unit","(Container,Handling Unit)","(cr925,hu4992)","ENTITY","228932"
"cr925","Container","CR contains HU","hu4993","Handling Unit","(Container,Handling Unit)","(cr925,hu4993)","ENTITY","228933"
"cr925","Container","CR contains HU","hu4994","Handling Unit","(Container,Handling Unit)","(cr925,hu4994)","ENTITY","228934"
"cr925","Container","CR contains HU","hu4995","Handling Unit","(Container,Handling Unit)","(cr925,hu4995)","ENTITY","228935"
"cr925","Container","CR for TD","td264","Transport Document","(Container,Transport Document)","(cr925,td264)","ENTITY","228936"
"cr926","Container","CR contains HU","hu4996","Handling Unit","(Container,Handling Unit)","(cr926,hu4996)","ENTITY","228937"
"cr926","Container","CR contains HU","hu4997","Handling Unit","(Container,Handling Unit)","(cr926,hu4997)","ENTITY","228938"
"cr926","Container","CR contains HU","hu4998","Handling Unit","(Container,Handling Unit)","(cr926,hu4998)","ENTITY","228939"
"cr926","Container","CR contains HU","hu4999","Handling Unit","(Container,Handling Unit)","(cr926,hu4999)","ENTITY","228940"
"cr926","Container","CR contains HU","hu5000","Handling Unit","(Container,Handling Unit)","(cr926,hu5000)","ENTITY","228941"
"cr926","Container","CR contains HU","hu5001","Handling Unit","(Container,Handling Unit)","(cr926,hu5001)","ENTITY","228942"
"cr926","Container","CR for TD","td264","Transport Document","(Container,Transport Document)","(cr926,td264)","ENTITY","228943"
"cr949","Container","CR contains HU","hu5002","Handling Unit","(Container,Handling Unit)","(cr949,hu5002)","ENTITY","228944"
"cr949","Container","CR for TD","td271","Transport Document","(Container,Transport Document)","(cr949,td271)","ENTITY","228945"
"cr936","Container","CR contains HU","hu5003","Handling Unit","(Container,Handling Unit)","(cr936,hu5003)","ENTITY","228946"
"cr936","Container","CR contains HU","hu5004","Handling Unit","(Container,Handling Unit)","(cr936,hu5004)","ENTITY","228947"
"cr936","Container","CR contains HU","hu5005","Handling Unit","(Container,Handling Unit)","(cr936,hu5005)","ENTITY","228948"
"cr936","Container","CR contains HU","hu5006","Handling Unit","(Container,Handling Unit)","(cr936,hu5006)","ENTITY","228949"
"cr936","Container","CR for TD","td267","Transport Document","(Container,Transport Document)","(cr936,td267)","ENTITY","228950"
"cr922","Container","CR contains HU","hu5007","Handling Unit","(Container,Handling Unit)","(cr922,hu5007)","ENTITY","228951"
"cr922","Container","CR contains HU","hu5008","Handling Unit","(Container,Handling Unit)","(cr922,hu5008)","ENTITY","228952"
"cr922","Container","CR contains HU","hu5009","Handling Unit","(Container,Handling Unit)","(cr922,hu5009)","ENTITY","228953"
"cr922","Container","CR contains HU","hu5010","Handling Unit","(Container,Handling Unit)","(cr922,hu5010)","ENTITY","228954"
"cr922","Container","CR contains HU","hu5011","Handling Unit","(Container,Handling Unit)","(cr922,hu5011)","ENTITY","228955"
"cr922","Container","CR contains HU","hu5012","Handling Unit","(Container,Handling Unit)","(cr922,hu5012)","ENTITY","228956"
"cr922","Container","CR for TD","td263","Transport Document","(Container,Transport Document)","(cr922,td263)","ENTITY","228957"
"cr948","Container","CR contains HU","hu5013","Handling Unit","(Container,Handling Unit)","(cr948,hu5013)","ENTITY","228958"
"cr948","Container","CR contains HU","hu5014","Handling Unit","(Container,Handling Unit)","(cr948,hu5014)","ENTITY","228959"
"cr948","Container","CR contains HU","hu5015","Handling Unit","(Container,Handling Unit)","(cr948,hu5015)","ENTITY","228960"
"cr948","Container","CR contains HU","hu5016","Handling Unit","(Container,Handling Unit)","(cr948,hu5016)","ENTITY","228961"
"cr948","Container","CR contains HU","hu5017","Handling Unit","(Container,Handling Unit)","(cr948,hu5017)","ENTITY","228962"
"cr948","Container","CR contains HU","hu5018","Handling Unit","(Container,Handling Unit)","(cr948,hu5018)","ENTITY","228963"
"cr948","Container","CR for TD","td271","Transport Document","(Container,Transport Document)","(cr948,td271)","ENTITY","228964"
"cr955","Container","CR contains HU","hu5019","Handling Unit","(Container,Handling Unit)","(cr955,hu5019)","ENTITY","228965"
"cr955","Container","CR contains HU","hu5020","Handling Unit","(Container,Handling Unit)","(cr955,hu5020)","ENTITY","228966"
"cr955","Container","CR contains HU","hu5021","Handling Unit","(Container,Handling Unit)","(cr955,hu5021)","ENTITY","228967"
"cr955","Container","CR contains HU","hu5022","Handling Unit","(Container,Handling Unit)","(cr955,hu5022)","ENTITY","228968"
"cr955","Container","CR contains HU","hu5023","Handling Unit","(Container,Handling Unit)","(cr955,hu5023)","ENTITY","228969"
"cr955","Container","CR contains HU","hu5024","Handling Unit","(Container,Handling Unit)","(cr955,hu5024)","ENTITY","228970"
"cr955","Container","CR for TD","td274","Transport Document","(Container,Transport Document)","(cr955,td274)","ENTITY","228971"
"cr957","Container","CR contains HU","hu5025","Handling Unit","(Container,Handling Unit)","(cr957,hu5025)","ENTITY","228972"
"cr957","Container","CR contains HU","hu5026","Handling Unit","(Container,Handling Unit)","(cr957,hu5026)","ENTITY","228973"
"cr957","Container","CR contains HU","hu5027","Handling Unit","(Container,Handling Unit)","(cr957,hu5027)","ENTITY","228974"
"cr957","Container","CR contains HU","hu5028","Handling Unit","(Container,Handling Unit)","(cr957,hu5028)","ENTITY","228975"
"cr957","Container","CR contains HU","hu5029","Handling Unit","(Container,Handling Unit)","(cr957,hu5029)","ENTITY","228976"
"cr957","Container","CR contains HU","hu5030","Handling Unit","(Container,Handling Unit)","(cr957,hu5030)","ENTITY","228977"
"cr957","Container","CR for TD","td274","Transport Document","(Container,Transport Document)","(cr957,td274)","ENTITY","228978"
"cr945","Container","CR contains HU","hu5031","Handling Unit","(Container,Handling Unit)","(cr945,hu5031)","ENTITY","228979"
"cr945","Container","CR contains HU","hu5032","Handling Unit","(Container,Handling Unit)","(cr945,hu5032)","ENTITY","228980"
"cr945","Container","CR contains HU","hu5033","Handling Unit","(Container,Handling Unit)","(cr945,hu5033)","ENTITY","228981"
"cr945","Container","CR contains HU","hu5034","Handling Unit","(Container,Handling Unit)","(cr945,hu5034)","ENTITY","228982"
"cr945","Container","CR contains HU","hu5035","Handling Unit","(Container,Handling Unit)","(cr945,hu5035)","ENTITY","228983"
"cr945","Container","CR contains HU","hu5036","Handling Unit","(Container,Handling Unit)","(cr945,hu5036)","ENTITY","228984"
"cr945","Container","CR for TD","td270","Transport Document","(Container,Transport Document)","(cr945,td270)","ENTITY","228985"
"cr956","Container","CR contains HU","hu5037","Handling Unit","(Container,Handling Unit)","(cr956,hu5037)","ENTITY","228986"
"cr956","Container","CR contains HU","hu5038","Handling Unit","(Container,Handling Unit)","(cr956,hu5038)","ENTITY","228987"
"cr956","Container","CR contains HU","hu5039","Handling Unit","(Container,Handling Unit)","(cr956,hu5039)","ENTITY","228988"
"cr956","Container","CR contains HU","hu5040","Handling Unit","(Container,Handling Unit)","(cr956,hu5040)","ENTITY","228989"
"cr956","Container","CR contains HU","hu5041","Handling Unit","(Container,Handling Unit)","(cr956,hu5041)","ENTITY","228990"
"cr956","Container","CR contains HU","hu5042","Handling Unit","(Container,Handling Unit)","(cr956,hu5042)","ENTITY","228991"
"cr956","Container","CR for TD","td274","Transport Document","(Container,Transport Document)","(cr956,td274)","ENTITY","228992"
"cr951","Container","CR contains HU","hu5043","Handling Unit","(Container,Handling Unit)","(cr951,hu5043)","ENTITY","228993"
"cr951","Container","CR contains HU","hu5044","Handling Unit","(Container,Handling Unit)","(cr951,hu5044)","ENTITY","228994"
"cr951","Container","CR contains HU","hu5045","Handling Unit","(Container,Handling Unit)","(cr951,hu5045)","ENTITY","228995"
"cr951","Container","CR for TD","td272","Transport Document","(Container,Transport Document)","(cr951,td272)","ENTITY","228996"
"cr923","Container","CR contains HU","hu5046","Handling Unit","(Container,Handling Unit)","(cr923,hu5046)","ENTITY","228997"
"cr923","Container","CR contains HU","hu5047","Handling Unit","(Container,Handling Unit)","(cr923,hu5047)","ENTITY","228998"
"cr923","Container","CR contains HU","hu5048","Handling Unit","(Container,Handling Unit)","(cr923,hu5048)","ENTITY","228999"
"cr923","Container","CR contains HU","hu5049","Handling Unit","(Container,Handling Unit)","(cr923,hu5049)","ENTITY","229000"
"cr923","Container","CR contains HU","hu5050","Handling Unit","(Container,Handling Unit)","(cr923,hu5050)","ENTITY","229001"
"cr923","Container","CR contains HU","hu5051","Handling Unit","(Container,Handling Unit)","(cr923,hu5051)","ENTITY","229002"
"cr923","Container","CR for TD","td263","Transport Document","(Container,Transport Document)","(cr923,td263)","ENTITY","229003"
"cr961","Container","CR contains HU","hu5052","Handling Unit","(Container,Handling Unit)","(cr961,hu5052)","ENTITY","229004"
"cr961","Container","CR contains HU","hu5053","Handling Unit","(Container,Handling Unit)","(cr961,hu5053)","ENTITY","229005"
"cr961","Container","CR contains HU","hu5054","Handling Unit","(Container,Handling Unit)","(cr961,hu5054)","ENTITY","229006"
"cr961","Container","CR contains HU","hu5055","Handling Unit","(Container,Handling Unit)","(cr961,hu5055)","ENTITY","229007"
"cr961","Container","CR contains HU","hu5056","Handling Unit","(Container,Handling Unit)","(cr961,hu5056)","ENTITY","229008"
"cr961","Container","CR contains HU","hu5057","Handling Unit","(Container,Handling Unit)","(cr961,hu5057)","ENTITY","229009"
"cr961","Container","CR for TD","td276","Transport Document","(Container,Transport Document)","(cr961,td276)","ENTITY","229010"
"cr966","Container","CR contains HU","hu5058","Handling Unit","(Container,Handling Unit)","(cr966,hu5058)","ENTITY","229011"
"cr966","Container","CR contains HU","hu5059","Handling Unit","(Container,Handling Unit)","(cr966,hu5059)","ENTITY","229012"
"cr966","Container","CR contains HU","hu5060","Handling Unit","(Container,Handling Unit)","(cr966,hu5060)","ENTITY","229013"
"cr966","Container","CR contains HU","hu5061","Handling Unit","(Container,Handling Unit)","(cr966,hu5061)","ENTITY","229014"
"cr966","Container","CR contains HU","hu5062","Handling Unit","(Container,Handling Unit)","(cr966,hu5062)","ENTITY","229015"
"cr966","Container","CR contains HU","hu5063","Handling Unit","(Container,Handling Unit)","(cr966,hu5063)","ENTITY","229016"
"cr966","Container","CR for TD","td277","Transport Document","(Container,Transport Document)","(cr966,td277)","ENTITY","229017"
"cr971","Container","CR contains HU","hu5064","Handling Unit","(Container,Handling Unit)","(cr971,hu5064)","ENTITY","229018"
"cr971","Container","CR contains HU","hu5065","Handling Unit","(Container,Handling Unit)","(cr971,hu5065)","ENTITY","229019"
"cr971","Container","CR contains HU","hu5066","Handling Unit","(Container,Handling Unit)","(cr971,hu5066)","ENTITY","229020"
"cr971","Container","CR contains HU","hu5067","Handling Unit","(Container,Handling Unit)","(cr971,hu5067)","ENTITY","229021"
"cr971","Container","CR contains HU","hu5068","Handling Unit","(Container,Handling Unit)","(cr971,hu5068)","ENTITY","229022"
"cr971","Container","CR contains HU","hu5069","Handling Unit","(Container,Handling Unit)","(cr971,hu5069)","ENTITY","229023"
"cr971","Container","CR for TD","td278","Transport Document","(Container,Transport Document)","(cr971,td278)","ENTITY","229024"
"cr976","Container","CR contains HU","hu5070","Handling Unit","(Container,Handling Unit)","(cr976,hu5070)","ENTITY","229025"
"cr976","Container","CR contains HU","hu5071","Handling Unit","(Container,Handling Unit)","(cr976,hu5071)","ENTITY","229026"
"cr976","Container","CR contains HU","hu5072","Handling Unit","(Container,Handling Unit)","(cr976,hu5072)","ENTITY","229027"
